TckrSymb;Asst;XprtnDt;OptnTp;ExrcPric;OptnStyle
PETRC352;PETR4;2024-03-15;Call;35,26;EURO
PETRC356;PETR4;2024-03-15;Call;35,01;AMER
PETRC362;PETR4;2024-03-15;Call;36,26;EURO
PETRC365;PETR4;2024-03-15;Call;34,26;EURO
PETRC366;PETR4;2024-03-15;Call;35,51;AMER
PETRC369;PETR4;2024-03-15;Call;35,76;EURO
PETRC370W1;PETR4;2024-03-01;Call;37;AMER
PETRC370W2;PETR4;2024-03-08;Call;37;AMER
PETRC370W4;PETR4;2024-03-22;Call;37;AMER
PETRC371;PETR4;2024-03-15;Call;36,01;AMER
PETRC372;PETR4;2024-03-15;Call;37,26;EURO
PETRC375W1;PETR4;2024-03-01;Call;37,5;AMER
PETRC375W2;PETR4;2024-03-08;Call;37,5;AMER
PETRC375W4;PETR4;2024-03-22;Call;37,5;AMER
PETRC376;PETR4;2024-03-15;Call;36,51;AMER
PETRC38;PETR4;2024-03-15;Call;38,76;EURO
PETRC380W1;PETR4;2024-03-01;Call;38;AMER
PETRC380W2;PETR4;2024-03-08;Call;38;AMER
PETRC380W4;PETR4;2024-03-22;Call;38;AMER
PETRC381;PETR4;2024-03-15;Call;37,01;AMER
PETRC382;PETR4;2024-03-15;Call;38,26;EURO
PETRC385W1;PETR4;2024-03-01;Call;38,5;AMER
PETRC385W2;PETR4;2024-03-08;Call;38,5;AMER
PETRC385W4;PETR4;2024-03-22;Call;38,5;AMER
PETRC386;PETR4;2024-03-15;Call;37,51;AMER
PETRC39;PETR4;2024-03-15;Call;39,76;EURO
PETRC390W1;PETR4;2024-03-01;Call;39;AMER
PETRC390W2;PETR4;2024-03-08;Call;39;AMER
PETRC390W4;PETR4;2024-03-22;Call;39;AMER
PETRC391;PETR4;2024-03-15;Call;38,01;AMER
PETRC392;PETR4;2024-03-15;Call;39,26;EURO
PETRC395W1;PETR4;2024-03-01;Call;39,5;AMER
PETRC395W2;PETR4;2024-03-08;Call;39,5;AMER
PETRC395W4;PETR4;2024-03-22;Call;39,5;AMER
PETRC396;PETR4;2024-03-15;Call;38,51;AMER
PETRC40;PETR4;2024-03-15;Call;40,76;EURO
PETRC400;PETR4;2024-03-15;Call;37,76;EURO
PETRC400W1;PETR4;2024-03-01;Call;40;AMER
PETRC400W2;PETR4;2024-03-08;Call;40;AMER
PETRC400W4;PETR4;2024-03-22;Call;40;AMER
PETRC401;PETR4;2024-03-15;Call;39,01;AMER
PETRC402;PETR4;2024-03-15;Call;40,26;EURO
PETRC405W1;PETR4;2024-03-01;Call;40,5;AMER
PETRC405W2;PETR4;2024-03-08;Call;40,5;AMER
PETRC405W4;PETR4;2024-03-22;Call;40,5;AMER
PETRC406;PETR4;2024-03-15;Call;39,51;AMER
PETRC41;PETR4;2024-03-15;Call;41,76;EURO
PETRC410W1;PETR4;2024-03-01;Call;41;AMER
PETRC410W2;PETR4;2024-03-08;Call;41;AMER
PETRC410W4;PETR4;2024-03-22;Call;41;AMER
PETRC411;PETR4;2024-03-15;Call;40,01;AMER
PETRC412;PETR4;2024-03-15;Call;41,26;EURO
PETRC415W1;PETR4;2024-03-01;Call;41,5;AMER
PETRC415W2;PETR4;2024-03-08;Call;41,5;AMER
PETRC415W4;PETR4;2024-03-22;Call;41,5;AMER
PETRC416;PETR4;2024-03-15;Call;40,51;AMER
PETRC42;PETR4;2024-03-15;Call;42,76;EURO
PETRC420W1;PETR4;2024-03-01;Call;42;AMER
PETRC420W2;PETR4;2024-03-08;Call;42;AMER
PETRC420W4;PETR4;2024-03-22;Call;42;AMER
PETRC421;PETR4;2024-03-15;Call;41,01;AMER
PETRC422;PETR4;2024-03-15;Call;42,26;EURO
PETRC425W1;PETR4;2024-03-01;Call;42,5;AMER
PETRC425W2;PETR4;2024-03-08;Call;42,5;AMER
PETRC425W4;PETR4;2024-03-22;Call;42,5;AMER
PETRC426;PETR4;2024-03-15;Call;41,51;AMER
PETRC430W1;PETR4;2024-03-01;Call;43;AMER
PETRC430W2;PETR4;2024-03-08;Call;43;AMER
PETRC430W4;PETR4;2024-03-22;Call;43;AMER
PETRC431;PETR4;2024-03-15;Call;42,01;AMER
PETRC432;PETR4;2024-03-15;Call;43,26;EURO
PETRC435W1;PETR4;2024-03-01;Call;43,5;AMER
PETRC435W2;PETR4;2024-03-08;Call;43,5;AMER
PETRC435W4;PETR4;2024-03-22;Call;43,5;AMER
PETRC436;PETR4;2024-03-15;Call;42,51;AMER
PETRC440W1;PETR4;2024-03-01;Call;44;AMER
PETRC440W2;PETR4;2024-03-08;Call;44;AMER
PETRC440W4;PETR4;2024-03-22;Call;44;AMER
PETRC441;PETR4;2024-03-15;Call;43,01;AMER
PETRC445W1;PETR4;2024-03-01;Call;44,5;AMER
PETRC445W2;PETR4;2024-03-08;Call;44,5;AMER
PETRC445W4;PETR4;2024-03-22;Call;44,5;AMER
PETRC446;PETR4;2024-03-15;Call;43,51;AMER
PETRC45;PETR4;2024-03-15;Call;45,51;AMER
PETRC450W1;PETR4;2024-03-01;Call;45;AMER
PETRC450W2;PETR4;2024-03-08;Call;45;AMER
PETRC450W4;PETR4;2024-03-22;Call;45;AMER
PETRC451;PETR4;2024-03-15;Call;44,01;AMER
PETRC455W1;PETR4;2024-03-01;Call;45,5;AMER
PETRC455W2;PETR4;2024-03-08;Call;45,5;AMER
PETRC455W4;PETR4;2024-03-22;Call;45,5;AMER
PETRC456;PETR4;2024-03-15;Call;44,51;AMER
PETRC459;PETR4;2024-03-15;Call;46,01;AMER
PETRC460W1;PETR4;2024-03-01;Call;46;AMER
PETRC460W2;PETR4;2024-03-08;Call;46;AMER
PETRC460W4;PETR4;2024-03-22;Call;46;AMER
PETRC461;PETR4;2024-03-15;Call;45,01;AMER
PETRC464;PETR4;2024-03-15;Call;46,51;AMER
PETRC469;PETR4;2024-03-15;Call;47,01;AMER
PETRC470W1;PETR4;2024-03-01;Call;47;AMER
PETRC470W2;PETR4;2024-03-08;Call;47;AMER
PETRC470W4;PETR4;2024-03-22;Call;47;AMER
PETRC474;PETR4;2024-03-15;Call;47,51;AMER
PETRC479;PETR4;2024-03-15;Call;48,01;AMER
PETRC480W1;PETR4;2024-03-01;Call;48;AMER
PETRC480W2;PETR4;2024-03-08;Call;48;AMER
PETRC480W4;PETR4;2024-03-22;Call;48;AMER
PETRC484;PETR4;2024-03-15;Call;48,51;AMER
PETRC490;PETR4;2024-03-15;Call;49,01;AMER
PETRC490W1;PETR4;2024-03-01;Call;49;AMER
PETRC490W2;PETR4;2024-03-08;Call;49;AMER
PETRC490W4;PETR4;2024-03-22;Call;49;AMER
PETRC494;PETR4;2024-03-15;Call;49,51;AMER
PETRC499;PETR4;2024-03-15;Call;50,01;AMER
PETRC5;PETR4;2024-03-15;Call;19,51;AMER
PETRC500W1;PETR4;2024-03-01;Call;50;AMER
PETRC500W2;PETR4;2024-03-08;Call;50;AMER
PETRC500W4;PETR4;2024-03-22;Call;50;AMER
PETRC504;PETR4;2024-03-15;Call;50,51;EURO
PETRC509;PETR4;2024-03-15;Call;51,01;AMER
PETRC514;PETR4;2024-03-15;Call;51,51;EURO
PETRC519;PETR4;2024-03-15;Call;52,01;AMER
PETRC524;PETR4;2024-03-15;Call;52,51;EURO
PETRC529;PETR4;2024-03-15;Call;53,01;AMER
PETRC956;PETR4;2024-03-15;Call;9,51;EURO
PETRD1;PETR4;2025-04-17;Call;23,76;AMER
PETRD100;PETR4;2024-04-19;Call;0,56;AMER
PETRD110;PETR4;2024-04-19;Call;11,01;AMER
PETRD120;PETR4;2024-04-19;Call;0,2;AMER
PETRD132;PETR4;2024-04-19;Call;13,26;EURO
PETRD133;PETR4;2024-04-19;Call;19,76;EURO
PETRD150;PETR4;2024-04-19;Call;0,16;AMER
PETRD167;PETR4;2024-04-19;Call;16,76;EURO
PETRD172;PETR4;2024-04-19;Call;17,26;EURO
PETRD192;PETR4;2024-04-19;Call;19,26;EURO
PETRD199;PETR4;2024-04-19;Call;23,01;AMER
PETRD202;PETR4;2024-04-19;Call;20,26;EURO
PETRD209;PETR4;2024-04-19;Call;14,01;AMER
PETRD21;PETR4;2025-04-17;Call;14,26;AMER
PETRD210;PETR4;2024-04-19;Call;21,76;EURO
PETRD219;PETR4;2024-04-19;Call;22,51;AMER
PETRD220;PETR4;2024-04-19;Call;20,76;EURO
PETRD221;PETR4;2024-04-19;Call;22,76;EURO
PETRD224;PETR4;2024-04-19;Call;21,26;EURO
PETRD226;PETR4;2024-04-19;Call;21,51;AMER
PETRD228;PETR4;2024-04-19;Call;23,76;EURO
PETRD232;PETR4;2025-04-17;Call;22,01;EURO
PETRD234;PETR4;2024-04-19;Call;22,26;EURO
PETRD236;PETR4;2024-04-19;Call;25,01;AMER
PETRD238;PETR4;2024-04-19;Call;24,26;EURO
PETRD240;PETR4;2025-04-17;Call;17,01;EURO
PETRD244;PETR4;2024-04-19;Call;7,51;AMER
PETRD245;PETR4;2025-04-17;Call;17,51;EURO
PETRD246;PETR4;2024-04-19;Call;23,51;AMER
PETRD249;PETR4;2024-04-19;Call;25,76;EURO
PETRD251;PETR4;2024-04-19;Call;24,01;AMER
PETRD253;PETR4;2024-04-19;Call;27,26;EURO
PETRD254;PETR4;2024-04-19;Call;25,51;AMER
PETRD256;PETR4;2024-04-19;Call;26,26;EURO
PETRD259;PETR4;2024-04-19;Call;24,76;EURO
PETRD26;PETR4;2025-04-17;Call;25,26;AMER
PETRD263;PETR4;2024-04-19;Call;26,76;EURO
PETRD265;PETR4;2024-04-19;Call;19,51;AMER
PETRD273;PETR4;2024-04-19;Call;28,26;EURO
PETRD279;PETR4;2024-04-19;Call;28,76;EURO
PETRD28;PETR4;2025-04-17;Call;21,76;AMER
PETRD283;PETR4;2024-04-19;Call;27,76;EURO
PETRD285;PETR4;2024-04-19;Call;26,01;AMER
PETRD286;PETR4;2024-04-19;Call;29,26;EURO
PETRD29;PETR4;2024-04-19;Call;26,51;AMER
PETRD290;PETR4;2024-04-19;Call;18,76;EURO
PETRD292;PETR4;2024-04-19;Call;19,01;AMER
PETRD293;PETR4;2024-04-19;Call;29,76;EURO
PETRD295;PETR4;2024-04-19;Call;27,01;AMER
PETRD296;PETR4;2024-04-19;Call;31,76;EURO
PETRD299;PETR4;2024-04-19;Call;13,01;AMER
PETRD300;PETR4;2024-04-19;Call;27,51;AMER
PETRD302;PETR4;2024-04-19;Call;23,26;EURO
PETRD303;PETR4;2024-04-19;Call;9,51;AMER
PETRD305;PETR4;2024-04-19;Call;28,01;AMER
PETRD307;PETR4;2024-04-19;Call;10,26;EURO
PETRD309;PETR4;2025-04-17;Call;26,76;AMER
PETRD31;PETR4;2024-04-19;Call;30,01;AMER
PETRD310;PETR4;2024-04-19;Call;28,51;AMER
PETRD313;PETR4;2024-04-19;Call;30,26;EURO
PETRD315;PETR4;2024-04-19;Call;29,01;AMER
PETRD316;PETR4;2024-04-19;Call;30,76;EURO
PETRD319;PETR4;2024-04-19;Call;30,51;AMER
PETRD32;PETR4;2024-04-19;Call;22,01;AMER
PETRD320;PETR4;2024-04-19;Call;29,51;AMER
PETRD321;PETR4;2024-04-19;Call;32,76;EURO
PETRD323;PETR4;2024-04-19;Call;31,26;EURO
PETRD325;PETR4;2024-04-19;Call;31,01;AMER
PETRD329;PETR4;2024-04-19;Call;32,51;AMER
PETRD330;PETR4;2024-04-19;Call;31,51;AMER
PETRD331;PETR4;2024-04-19;Call;32,01;AMER
PETRD334;PETR4;2024-04-19;Call;32,26;EURO
PETRD336;PETR4;2024-04-19;Call;33,01;AMER
PETRD341;PETR4;2024-04-19;Call;33,26;EURO
PETRD344;PETR4;2024-04-19;Call;33,51;AMER
PETRD346;PETR4;2025-04-17;Call;32,26;AMER
PETRD349;PETR4;2024-04-19;Call;33,76;EURO
PETRD351;PETR4;2024-04-19;Call;34,01;AMER
PETRD354;PETR4;2024-04-19;Call;34,26;EURO
PETRD355;PETR4;2024-04-19;Call;25,26;EURO
PETRD359;PETR4;2024-04-19;Call;34,76;EURO
PETRD36;PETR4;2025-04-17;Call;35,51;EURO
PETRD361;PETR4;2024-04-19;Call;35,01;AMER
PETRD363;PETR4;2024-04-19;Call;36,76;EURO
PETRD364;PETR4;2024-04-19;Call;35,26;EURO
PETRD366;PETR4;2024-04-19;Call;35,51;AMER
PETRD368;PETR4;2024-04-19;Call;35,76;EURO
PETRD369;PETR4;2024-04-19;Call;13,51;AMER
PETRD371;PETR4;2024-04-19;Call;36,01;AMER
PETRD374;PETR4;2024-04-19;Call;36,26;EURO
PETRD376;PETR4;2024-04-19;Call;36,51;AMER
PETRD379;PETR4;2024-04-19;Call;38,01;AMER
PETRD381;PETR4;2024-04-19;Call;37,01;AMER
PETRD384;PETR4;2024-04-19;Call;37,26;EURO
PETRD386;PETR4;2024-04-19;Call;37,51;AMER
PETRD389;PETR4;2024-04-19;Call;37,76;EURO
PETRD391;PETR4;2024-04-19;Call;39,01;AMER
PETRD394;PETR4;2024-04-19;Call;38,26;EURO
PETRD396;PETR4;2024-04-19;Call;38,51;AMER
PETRD398;PETR4;2024-04-19;Call;39,76;EURO
PETRD399;PETR4;2024-04-19;Call;38,76;EURO
PETRD401;PETR4;2024-04-19;Call;40,01;AMER
PETRD403;PETR4;2024-04-19;Call;40,26;EURO
PETRD404;PETR4;2024-04-19;Call;39,26;EURO
PETRD409;PETR4;2024-04-19;Call;40,51;AMER
PETRD411;PETR4;2024-04-19;Call;40,76;EURO
PETRD415;PETR4;2024-04-19;Call;41,51;AMER
PETRD416;PETR4;2024-04-19;Call;41,01;AMER
PETRD420;PETR4;2024-04-19;Call;42,01;AMER
PETRD421;PETR4;2024-04-19;Call;42,26;EURO
PETRD425;PETR4;2024-04-19;Call;42,51;AMER
PETRD430;PETR4;2024-04-19;Call;43,01;AMER
PETRD431;PETR4;2024-04-19;Call;43,26;EURO
PETRD432;PETR4;2025-04-17;Call;25,76;AMER
PETRD435;PETR4;2024-04-19;Call;43,51;AMER
PETRD437;PETR4;2025-04-17;Call;36,76;AMER
PETRD440;PETR4;2024-04-19;Call;44,01;AMER
PETRD441;PETR4;2024-04-19;Call;44,26;EURO
PETRD445;PETR4;2024-04-19;Call;44,51;AMER
PETRD45;PETR4;2024-04-19;Call;24,51;AMER
PETRD450;PETR4;2024-04-19;Call;45,01;AMER
PETRD451;PETR4;2024-04-19;Call;45,26;EURO
PETRD455;PETR4;2024-04-19;Call;45,51;AMER
PETRD457;PETR4;2025-04-17;Call;38,76;AMER
PETRD460;PETR4;2024-04-19;Call;46,01;AMER
PETRD461;PETR4;2024-04-19;Call;46,26;EURO
PETRD465;PETR4;2024-04-19;Call;46,51;AMER
PETRD466;PETR4;2024-04-19;Call;46,76;EURO
PETRD470;PETR4;2024-04-19;Call;47,01;AMER
PETRD471;PETR4;2024-04-19;Call;47,26;EURO
PETRD475;PETR4;2024-04-19;Call;47,51;AMER
PETRD480;PETR4;2024-04-19;Call;48,01;AMER
PETRD485;PETR4;2024-04-19;Call;48,51;AMER
PETRD490;PETR4;2024-04-19;Call;49,01;AMER
PETRD491;PETR4;2024-04-19;Call;4,91;EURO
PETRD495;PETR4;2024-04-19;Call;49,51;AMER
PETRD497;PETR4;2024-04-19;Call;39,51;AMER
PETRD515;PETR4;2024-04-19;Call;41,26;AMER
PETRD550;PETR4;2024-04-19;Call;34,51;AMER
PETRD580;PETR4;2024-04-19;Call;47,76;EURO
PETRD591;PETR4;2024-04-19;Call;5,91;AMER
PETRD615;PETR4;2024-04-19;Call;51,26;AMER
PETRD710;PETR4;2024-04-19;Call;60,76;EURO
PETRE106;PETR4;2024-05-17;Call;8,25;AMER
PETRE155;PETR4;2024-05-17;Call;15,5;EURO
PETRE180;PETR4;2024-05-17;Call;18;EURO
PETRE192;PETR4;2024-05-17;Call;19,25;AMER
PETRE200;PETR4;2024-05-17;Call;20;EURO
PETRE224;PETR4;2025-05-16;Call;18,34;EURO
PETRE231;PETR4;2024-05-17;Call;19;EURO
PETRE232;PETR4;2024-05-17;Call;23,25;AMER
PETRE242;PETR4;2024-05-17;Call;24,25;AMER
PETRE245;PETR4;2024-05-17;Call;24,5;EURO
PETRE247;PETR4;2024-05-17;Call;24,75;AMER
PETRE250;PETR4;2024-05-17;Call;25;EURO
PETRE256;PETR4;2024-05-17;Call;25,75;AMER
PETRE261;PETR4;2024-05-17;Call;26,25;AMER
PETRE266;PETR4;2024-05-17;Call;25,5;EURO
PETRE271;PETR4;2024-05-17;Call;26;EURO
PETRE276;PETR4;2024-05-17;Call;26,5;EURO
PETRE281;PETR4;2024-05-17;Call;27;EURO
PETRE284;PETR4;2024-05-17;Call;27,25;AMER
PETRE286;PETR4;2024-05-17;Call;27,5;EURO
PETRE290;PETR4;2024-05-17;Call;18,75;AMER
PETRE294;PETR4;2024-05-17;Call;28,25;AMER
PETRE296;PETR4;2024-05-17;Call;28,5;EURO
PETRE301;PETR4;2024-05-17;Call;29;EURO
PETRE303;PETR4;2024-05-17;Call;28;EURO
PETRE304;PETR4;2024-05-17;Call;29,25;AMER
PETRE306;PETR4;2024-05-17;Call;29,5;EURO
PETRE311;PETR4;2024-05-17;Call;30;EURO
PETRE316;PETR4;2024-05-17;Call;30,5;EURO
PETRE321;PETR4;2024-05-17;Call;31;EURO
PETRE322;PETR4;2024-05-17;Call;22;EURO
PETRE324;PETR4;2024-05-17;Call;31,25;AMER
PETRE326;PETR4;2024-05-17;Call;31,5;EURO
PETRE329;PETR4;2024-05-17;Call;31,75;AMER
PETRE331;PETR4;2024-05-17;Call;32;EURO
PETRE334;PETR4;2024-05-17;Call;32,25;AMER
PETRE336;PETR4;2024-05-17;Call;32,5;EURO
PETRE339;PETR4;2024-05-17;Call;32,75;AMER
PETRE341;PETR4;2024-05-17;Call;33;EURO
PETRE344;PETR4;2024-05-17;Call;33,25;AMER
PETRE346;PETR4;2024-05-17;Call;33,5;EURO
PETRE349;PETR4;2024-05-17;Call;35;EURO
PETRE351;PETR4;2024-05-17;Call;34;EURO
PETRE354;PETR4;2024-05-17;Call;34,25;AMER
PETRE355;PETR4;2024-05-17;Call;25,25;AMER
PETRE356;PETR4;2024-05-17;Call;34,5;EURO
PETRE359;PETR4;2024-05-17;Call;36;EURO
PETRE364;PETR4;2024-05-17;Call;35,25;AMER
PETRE366;PETR4;2024-05-17;Call;36,75;AMER
PETRE369;PETR4;2024-05-17;Call;37;EURO
PETRE374;PETR4;2024-05-17;Call;36,25;AMER
PETRE376;PETR4;2024-05-17;Call;37,75;AMER
PETRE379;PETR4;2024-05-17;Call;38;EURO
PETRE384;PETR4;2024-05-17;Call;37,25;AMER
PETRE386;PETR4;2024-05-17;Call;38,75;AMER
PETRE389;PETR4;2024-05-17;Call;39;EURO
PETRE394;PETR4;2024-05-17;Call;38,25;AMER
PETRE396;PETR4;2024-05-17;Call;39,75;AMER
PETRE399;PETR4;2024-05-17;Call;40;EURO
PETRE401;PETR4;2024-05-17;Call;40,25;AMER
PETRE404;PETR4;2024-05-17;Call;39,25;AMER
PETRE406;PETR4;2024-05-17;Call;40,75;AMER
PETRE409;PETR4;2024-05-17;Call;41;EURO
PETRE414;PETR4;2024-05-17;Call;41,5;EURO
PETRE416;PETR4;2024-05-17;Call;41,75;AMER
PETRE419;PETR4;2024-05-17;Call;42;EURO
PETRE421;PETR4;2024-05-17;Call;42,25;AMER
PETRE424;PETR4;2024-05-17;Call;42,5;EURO
PETRE426;PETR4;2024-05-17;Call;42,75;AMER
PETRE429;PETR4;2024-05-17;Call;43;EURO
PETRE431;PETR4;2024-05-17;Call;43,25;AMER
PETRE434;PETR4;2024-05-17;Call;43,5;EURO
PETRE436;PETR4;2024-05-17;Call;43,75;AMER
PETRE439;PETR4;2024-05-17;Call;44;EURO
PETRE441;PETR4;2024-05-17;Call;44,25;AMER
PETRE444;PETR4;2024-05-17;Call;44,5;EURO
PETRE446;PETR4;2024-05-17;Call;44,75;AMER
PETRE449;PETR4;2024-05-17;Call;45;EURO
PETRE451;PETR4;2024-05-17;Call;45,25;AMER
PETRE454;PETR4;2024-05-17;Call;45,5;EURO
PETRE456;PETR4;2024-05-17;Call;45,75;AMER
PETRE459;PETR4;2024-05-17;Call;46;EURO
PETRE489;PETR4;2024-05-17;Call;49;EURO
PETRE515;PETR4;2024-05-17;Call;41,25;EURO
PETRE580;PETR4;2024-05-17;Call;47,75;AMER
PETRE615;PETR4;2024-05-17;Call;51,25;EURO
PETRE710;PETR4;2024-05-17;Call;60,75;AMER
PETRF104;PETR4;2024-06-21;Call;6,33;EURO
PETRF150;PETR4;2024-06-21;Call;15,08;AMER
PETRF188;PETR4;2024-06-21;Call;17,58;AMER
PETRF192;PETR4;2024-06-21;Call;19,58;AMER
PETRF193;PETR4;2024-06-21;Call;19,33;EURO
PETRF196;PETR4;2024-06-21;Call;18,33;EURO
PETRF2;PETR4;2024-06-21;Call;26,83;EURO
PETRF203;PETR4;2024-06-21;Call;19,08;AMER
PETRF209;PETR4;2024-06-21;Call;16,83;EURO
PETRF21;PETR4;2024-06-21;Call;20,58;AMER
PETRF210;PETR4;2024-06-21;Call;21,08;AMER
PETRF212;PETR4;2024-06-21;Call;21,33;EURO
PETRF213;PETR4;2024-06-21;Call;20,08;AMER
PETRF215;PETR4;2024-06-21;Call;21,58;AMER
PETRF219;PETR4;2024-06-21;Call;17,83;EURO
PETRF22;PETR4;2025-06-20;Call;18,34;EURO
PETRF220;PETR4;2024-06-21;Call;20,83;EURO
PETRF222;PETR4;2024-06-21;Call;22,33;EURO
PETRF227;PETR4;2024-06-21;Call;22,83;EURO
PETRF229;PETR4;2024-06-21;Call;23,08;AMER
PETRF232;PETR4;2024-06-21;Call;24,08;AMER
PETRF233;PETR4;2024-06-21;Call;23,33;EURO
PETRF234;PETR4;2024-06-21;Call;23,58;AMER
PETRF243;PETR4;2024-06-21;Call;17,33;EURO
PETRF244;PETR4;2024-06-21;Call;24,58;AMER
PETRF249;PETR4;2024-06-21;Call;22,58;AMER
PETRF25;PETR4;2024-06-21;Call;21,83;EURO
PETRF250;PETR4;2024-06-21;Call;23,83;EURO
PETRF255;PETR4;2024-06-21;Call;24,33;EURO
PETRF260;PETR4;2024-06-21;Call;24,83;EURO
PETRF262;PETR4;2024-06-21;Call;25,08;AMER
PETRF264;PETR4;2024-06-21;Call;26,58;AMER
PETRF265;PETR4;2024-06-21;Call;26,08;AMER
PETRF268;PETR4;2024-06-21;Call;25,58;AMER
PETRF271;PETR4;2024-06-21;Call;27,58;AMER
PETRF279;PETR4;2024-06-21;Call;28,08;AMER
PETRF280;PETR4;2024-06-21;Call;27,08;AMER
PETRF282;PETR4;2024-06-21;Call;25,83;EURO
PETRF285;PETR4;2024-06-21;Call;27,33;EURO
PETRF289;PETR4;2024-06-21;Call;27,83;EURO
PETRF290;PETR4;2024-06-21;Call;18,83;EURO
PETRF294;PETR4;2024-06-21;Call;29,58;AMER
PETRF295;PETR4;2024-06-21;Call;28,33;EURO
PETRF297;PETR4;2024-06-21;Call;28,58;AMER
PETRF299;PETR4;2024-06-21;Call;30,08;AMER
PETRF300;PETR4;2024-06-21;Call;28,83;EURO
PETRF302;PETR4;2024-06-21;Call;30,33;EURO
PETRF305;PETR4;2024-06-21;Call;29,33;EURO
PETRF308;PETR4;2024-06-21;Call;30,83;EURO
PETRF309;PETR4;2024-06-21;Call;29,83;EURO
PETRF310;PETR4;2024-06-21;Call;14,08;AMER
PETRF314;PETR4;2024-06-21;Call;32,83;EURO
PETRF315;PETR4;2024-06-21;Call;31,58;AMER
PETRF317;PETR4;2024-06-21;Call;30,58;AMER
PETRF322;PETR4;2024-06-21;Call;31,08;AMER
PETRF323;PETR4;2024-06-21;Call;22,08;AMER
PETRF325;PETR4;2024-06-21;Call;31,33;EURO
PETRF327;PETR4;2024-06-21;Call;32,58;AMER
PETRF332;PETR4;2024-06-21;Call;32,08;AMER
PETRF335;PETR4;2024-06-21;Call;32,33;EURO
PETRF337;PETR4;2024-06-21;Call;33,33;EURO
PETRF339;PETR4;2024-06-21;Call;34,08;AMER
PETRF342;PETR4;2024-06-21;Call;33,08;AMER
PETRF347;PETR4;2024-06-21;Call;33,58;AMER
PETRF349;PETR4;2024-06-21;Call;35,08;AMER
PETRF352;PETR4;2024-06-21;Call;34,58;AMER
PETRF354;PETR4;2024-06-21;Call;34,33;EURO
PETRF355;PETR4;2024-06-21;Call;25,33;EURO
PETRF357;PETR4;2024-06-21;Call;34,83;EURO
PETRF358;PETR4;2024-06-21;Call;3,58;AMER
PETRF359;PETR4;2024-06-21;Call;36,08;AMER
PETRF362;PETR4;2024-06-21;Call;33,83;EURO
PETRF364;PETR4;2024-06-21;Call;36,58;AMER
PETRF367;PETR4;2024-06-21;Call;36,83;EURO
PETRF369;PETR4;2024-06-21;Call;37,08;AMER
PETRF372;PETR4;2024-06-21;Call;37,33;EURO
PETRF374;PETR4;2024-06-21;Call;37,58;AMER
PETRF377;PETR4;2024-06-21;Call;37,83;EURO
PETRF379;PETR4;2024-06-21;Call;38,08;AMER
PETRF382;PETR4;2024-06-21;Call;38,33;EURO
PETRF384;PETR4;2024-06-21;Call;38,58;AMER
PETRF387;PETR4;2024-06-21;Call;38,83;EURO
PETRF389;PETR4;2024-06-21;Call;39,08;AMER
PETRF392;PETR4;2024-06-21;Call;39,33;EURO
PETRF394;PETR4;2024-06-21;Call;39,58;AMER
PETRF399;PETR4;2024-06-21;Call;40,08;AMER
PETRF402;PETR4;2024-06-21;Call;40,33;EURO
PETRF404;PETR4;2024-06-21;Call;40,58;AMER
PETRF407;PETR4;2024-06-21;Call;40,83;EURO
PETRF409;PETR4;2024-06-21;Call;41,08;AMER
PETRF410;PETR4;2024-06-21;Call;39,83;EURO
PETRF414;PETR4;2024-06-21;Call;41,58;AMER
PETRF417;PETR4;2024-06-21;Call;41,83;EURO
PETRF419;PETR4;2024-06-21;Call;42,08;AMER
PETRF422;PETR4;2024-06-21;Call;42,33;EURO
PETRF424;PETR4;2024-06-21;Call;42,58;AMER
PETRF429;PETR4;2024-06-21;Call;43,08;AMER
PETRF432;PETR4;2024-06-21;Call;43,33;EURO
PETRF434;PETR4;2024-06-21;Call;43,58;AMER
PETRF437;PETR4;2024-06-21;Call;43,83;EURO
PETRF439;PETR4;2024-06-21;Call;44,08;AMER
PETRF440;PETR4;2024-06-21;Call;42,83;EURO
PETRF442;PETR4;2024-06-21;Call;44,33;EURO
PETRF444;PETR4;2024-06-21;Call;44,58;AMER
PETRF447;PETR4;2024-06-21;Call;44,83;EURO
PETRF449;PETR4;2024-06-21;Call;45,08;AMER
PETRF452;PETR4;2024-06-21;Call;45,33;EURO
PETRF454;PETR4;2024-06-21;Call;45,58;AMER
PETRF457;PETR4;2024-06-21;Call;45,83;EURO
PETRF459;PETR4;2024-06-21;Call;46,08;AMER
PETRF515;PETR4;2024-06-21;Call;41,33;AMER
PETRF580;PETR4;2024-06-21;Call;47,83;EURO
PETRF583;PETR4;2024-06-21;Call;35,83;EURO
PETRF613;PETR4;2024-06-21;Call;61,33;AMER
PETRF615;PETR4;2024-06-21;Call;51,33;AMER
PETRF635;PETR4;2024-06-21;Call;35,58;AMER
PETRF710;PETR4;2024-06-21;Call;60,83;EURO
PETRF799;PETR4;2024-06-21;Call;3,83;EURO
PETRF858;PETR4;2024-06-21;Call;85,83;EURO
PETRG037;PETR4;2024-07-19;Call;35;EURO
PETRG1;PETR4;2024-07-19;Call;34,5;EURO
PETRG200;PETR4;2024-07-19;Call;20;EURO
PETRG210;PETR4;2024-07-19;Call;21;EURO
PETRG215;PETR4;2024-07-19;Call;21,5;EURO
PETRG22;PETR4;2024-07-19;Call;18,5;EURO
PETRG220;PETR4;2024-07-19;Call;18;EURO
